ВАРИАНТ 6

МЕТОД CТРЕЛЬБ

Itr|    z(0)|    y(0)|             Delta|
   1|  0.00000|  1.97988|  0.020122811198041|
   2|  3.00000|  2.04027|  0.040274270010797|
   3|  1.50000|  2.01006|  0.010064990038878|
   4|  0.75000|  1.99497|  0.005031599240759|
   5|  1.12500|  2.00252|  0.002516023664032|
   6|  0.93750|  1.99874|  0.001257955778849|
   7|  1.03125|  2.00063|  0.000628991951872|
   8|  0.98438|  1.99969|  0.000314492412042|
   9|  1.00781|  2.00016|  0.000157247145388|
  10|  0.99609|  1.99992|  7.86232894718e-05|
  11|  1.00195|  2.00004|  3.93117639237e-05|
  12|  0.99902|  1.99998|  1.96558037850e-05|
  13|  1.00049|  2.00001|  9.82796982196e-06|
  14|  0.99976|  2.00000|  4.91391954283e-06|
  15|  1.00012|  2.00000|  2.45702449408e-06|
  16|  0.99994|  2.00000|  1.22844768624e-06|
  17|  1.00003|  2.00000|  6.14288364620e-07|

Максимальная по модулю погрешность: 0.04027427001

       x|    y(x)|     Yпр|    z(x)|            Delta|
  0.074|  2.47455570057120e-06  |   0.00000|  0.03563|  0.07122|  0.10672|  0.14210|  0.17731|  0.21232|  0.24709|  0.28159|  0.31579|  0.34965|  0.38315|  0.41628|  0.44901|  0.48132|  0.51322|  0.54468|  0.57572|  0.60632|  0.63651|  0.66628|  0.69565|  0.72465|  0.75329|  0.78159|  0.80959|  0.83732|  0.86481|  0.89210|  0.91922|  0.94622|  0.97313|  1.00000|
  0.076|  2.55503691348746e-06  |   0.00000|  0.03570|  0.07136|  0.10693|  0.14238|  0.17766|  0.21273|  0.24756|  0.28211|  0.31635|  0.35026|  0.38380|  0.41696|  0.44971|  0.48204|  0.51394|  0.54541|  0.57644|  0.60704|  0.63721|  0.66696|  0.69630|  0.72526|  0.75385|  0.78211|  0.81006|  0.83773|  0.86516|  0.89238|  0.91943|  0.94636|  0.97320|  1.00000|
  0.077|  2.63674139044934e-06  |   0.00000|  0.03577|  0.07150|  0.10715|  0.14266|  0.17800|  0.21314|  0.24802|  0.28263|  0.31692|  0.35087|  0.38445|  0.41763|  0.45041|  0.48276|  0.51467|  0.54615|  0.57717|  0.60776|  0.63791|  0.66763|  0.69695|  0.72587|  0.75442|  0.78263|  0.81052|  0.83814|  0.86550|  0.89266|  0.91965|  0.94650|  0.97327|  1.00000|
  0.078|  2.71966618625719e-06  |   0.00000|  0.03584|  0.07165|  0.10736|  0.14294|  0.17835|  0.21354|  0.24849|  0.28315|  0.31749|  0.35148|  0.38509|  0.41831|  0.45111|  0.48348|  0.51540|  0.54688|  0.57790|  0.60848|  0.63861|  0.66831|  0.69759|  0.72648|  0.75499|  0.78315|  0.81099|  0.83854|  0.86585|  0.89294|  0.91986|  0.94665|  0.97334|  1.00000|
  0.079|  2.80380836281680e-06  |   0.00000|  0.03592|  0.07179|  0.10757|  0.14322|  0.17869|  0.21395|  0.24895|  0.28367|  0.31805|  0.35209|  0.38574|  0.41899|  0.45181|  0.48420|  0.51613|  0.54761|  0.57863|  0.60920|  0.63931|  0.66899|  0.69824|  0.72709|  0.75555|  0.78367|  0.81145|  0.83895|  0.86619|  0.89322|  0.92007|  0.94679|  0.97342|  1.00000|
  0.081|  2.88916498902836e-06  |   0.00000|  0.03599|  0.07193|  0.10778|  0.14350|  0.17904|  0.21436|  0.24942|  0.28418|  0.31862|  0.35270|  0.38638|  0.41966|  0.45251|  0.48491|  0.51686|  0.54834|  0.57936|  0.60991|  0.64001|  0.66966|  0.69888|  0.72770|  0.75612|  0.78418|  0.81192|  0.83936|  0.86654|  0.89350|  0.92028|  0.94693|  0.97349|  1.00000|
  0.082|  2.97573314100852e-06  |   0.00000|  0.03606|  0.07207|  0.10800|  0.14378|  0.17938|  0.21476|  0.24988|  0.28470|  0.31919|  0.35330|  0.38703|  0.42034|  0.45321|  0.48563|  0.51759|  0.54908|  0.58009|  0.61063|  0.64071|  0.67034|  0.69953|  0.72830|  0.75669|  0.78470|  0.81238|  0.83976|  0.86688|  0.89378|  0.92050|  0.94707|  0.97356|  1.00000|
  0.083|  3.06350990186832e-06  |   0.00000|  0.03613|  0.07222|  0.10821|  0.14406|  0.17973|  0.21517|  0.25035|  0.28522|  0.31975|  0.35391|  0.38768|  0.42102|  0.45391|  0.48635|  0.51832|  0.54981|  0.58082|  0.61135|  0.64141|  0.67102|  0.70018|  0.72891|  0.75725|  0.78522|  0.81285|  0.84017|  0.86723|  0.89406|  0.92071|  0.94722|  0.97363|  1.00000|
  0.084|  3.15249236160220e-06  |   0.00000|  0.03620|  0.07236|  0.10842|  0.14434|  0.18007|  0.21558|  0.25081|  0.28574|  0.32032|  0.35452|  0.38832|  0.42169|  0.45461|  0.48707|  0.51905|  0.55054|  0.58155|  0.61207|  0.64211|  0.67169|  0.70082|  0.72952|  0.75782|  0.78574|  0.81331|  0.84058|  0.86757|  0.89434|  0.92092|  0.94736|  0.97370|  1.00000|
  0.085|  3.24267761753205e-06  |   0.00000|  0.03628|  0.07250|  0.10863|  0.14462|  0.18042|  0.21599|  0.25128|  0.28626|  0.32088|  0.35513|  0.38897|  0.42237|  0.45531|  0.48779|  0.51978|  0.55127|  0.58228|  0.61279|  0.64281|  0.67237|  0.70147|  0.73013|  0.75838|  0.78626|  0.81378|  0.84099|  0.86792|  0.89462|  0.92113|  0.94750|  0.97378|  1.00000|
  0.087|  3.33406277353010e-06  |   0.00000|  0.03635|  0.07265|  0.10885|  0.14490|  0.18077|  0.21639|  0.25174|  0.28677|  0.32145|  0.35574|  0.38961|  0.42305|  0.45602|  0.48851|  0.52050|  0.55201|  0.58300|  0.61351|  0.64352|  0.67305|  0.70211|  0.73074|  0.75895|  0.78677|  0.81424|  0.84139|  0.86827|  0.89490|  0.92135|  0.94765|  0.97385|  1.00000|
  0.088|  3.42664494090705e-06  |   0.00000|  0.03642|  0.07279|  0.10906|  0.14518|  0.18111|  0.21680|  0.25221|  0.28729|  0.32202|  0.35635|  0.39026|  0.42372|  0.45672|  0.48922|  0.52123|  0.55274|  0.58373|  0.61422|  0.64422|  0.67372|  0.70276|  0.73135|  0.75952|  0.78729|  0.81471|  0.84180|  0.86861|  0.89518|  0.92156|  0.94779|  0.97392|  1.00000|
  0.089|  3.52042123752394e-06  |   0.00000|  0.03649|  0.07293|  0.10927|  0.14546|  0.18146|  0.21721|  0.25267|  0.28781|  0.32258|  0.35696|  0.39091|  0.42440|  0.45742|  0.48994|  0.52196|  0.55347|  0.58446|  0.61494|  0.64492|  0.67440|  0.70341|  0.73196|  0.76008|  0.78781|  0.81517|  0.84221|  0.86896|  0.89546|  0.92177|  0.94793|  0.97399|  1.00000|
  0.090|  3.61538878834722e-06  |   0.00000|  0.03656|  0.07307|  0.10948|  0.14574|  0.18180|  0.21761|  0.25314|  0.28833|  0.32315|  0.35757|  0.39155|  0.42508|  0.45812|  0.49066|  0.52269|  0.55420|  0.58519|  0.61566|  0.64562|  0.67508|  0.70405|  0.73257|  0.76065|  0.78833|  0.81564|  0.84261|  0.86930|  0.89574|  0.92198|  0.94807|  0.97406|  1.00000|
  0.092|  3.71154472533775e-06  |   0.00000|  0.03663|  0.07322|  0.10970|  0.14602|  0.18215|  0.21802|  0.25360|  0.28885|  0.32372|  0.35818|  0.39220|  0.42575|  0.45882|  0.49138|  0.52342|  0.55494|  0.58592|  0.61638|  0.64632|  0.67575|  0.70470|  0.73318|  0.76122|  0.78885|  0.81610|  0.84302|  0.86965|  0.89602|  0.92220|  0.94822|  0.97413|  1.00000|
  0.093|  3.80888618733977e-06  |   0.00000|  0.03671|  0.07336|  0.10991|  0.14630|  0.18249|  0.21843|  0.25407|  0.28936|  0.32428|  0.35879|  0.39284|  0.42643|  0.45952|  0.49210|  0.52415|  0.55567|  0.58665|  0.61710|  0.64702|  0.67643|  0.70534|  0.73379|  0.76178|  0.78936|  0.81657|  0.84343|  0.86999|  0.89630|  0.92241|  0.94836|  0.97421|  1.00000|
  0.094|  3.90741031985886e-06  |   0.00000|  0.03678|  0.07350|  0.11012|  0.14658|  0.18284|  0.21883|  0.25453|  0.28988|  0.32485|  0.35940|  0.39349|  0.42711|  0.46022|  0.49282|  0.52488|  0.55640|  0.58738|  0.61782|  0.64772|  0.67711|  0.70599|  0.73440|  0.76235|  0.78988|  0.81703|  0.84383|  0.87034|  0.89658|  0.92262|  0.94850|  0.97428|  1.00000|
  0.095|  4.00711427572809e-06  |   0.00000|  0.03685|  0.07365|  0.11033|  0.14686|  0.18318|  0.21924|  0.25499|  0.29040|  0.32541|  0.36000|  0.39414|  0.42778|  0.46092|  0.49354|  0.52561|  0.55713|  0.58811|  0.61854|  0.64842|  0.67778|  0.70664|  0.73500|  0.76291|  0.79040|  0.81749|  0.84424|  0.87068|  0.89686|  0.92283|  0.94865|  0.97435|  1.00000|
  0.096|  4.10799521410876e-06  |   0.00000|  0.03692|  0.07379|  0.11055|  0.14714|  0.18353|  0.21965|  0.25546|  0.29092|  0.32598|  0.36061|  0.39478|  0.42846|  0.46162|  0.49425|  0.52634|  0.55787|  0.58884|  0.61925|  0.64912|  0.67846|  0.70728|  0.73561|  0.76348|  0.79092|  0.81796|  0.84465|  0.87103|  0.89714|  0.92305|  0.94879|  0.97442|  1.00000|
  0.098|  4.21005030137866e-06  |   0.00000|  0.03699|  0.07393|  0.11076|  0.14742|  0.18387|  0.22006|  0.25592|  0.29144|  0.32655|  0.36122|  0.39543|  0.42914|  0.46232|  0.49497|  0.52707|  0.55860|  0.58957|  0.61997|  0.64982|  0.67914|  0.70793|  0.73622|  0.76405|  0.79144|  0.81842|  0.84506|  0.87137|  0.89742|  0.92326|  0.94893|  0.97449|  1.00000|
  0.099|  4.31327671057691e-06  |   0.00000|  0.03707|  0.07407|  0.11097|  0.14770|  0.18422|  0.22046|  0.25639|  0.29195|  0.32711|  0.36183|  0.39607|  0.42981|  0.46303|  0.49569|  0.52779|  0.55933|  0.59029|  0.62069|  0.65053|  0.67981|  0.70857|  0.73683|  0.76461|  0.79195|  0.81889|  0.84546|  0.87172|  0.89770|  0.92347|  0.94907|  0.97457|  1.00000|
  0.100|  4.41767162162598e-06  |   0.00000|  0.03714|  0.07422|  0.11119|  0.14799|  0.18456|  0.22087|  0.25685|  0.29247|  0.32768|  0.36244|  0.39672|  0.43049|  0.46373|  0.49641|  0.52852|  0.56006|  0.59102|  0.62141|  0.65123|  0.68049|  0.70922|  0.73744|  0.76518|  0.79247|  0.81935|  0.84587|  0.87206|  0.89799|  0.92369|  0.94922|  0.97464|  1.00000|
  0.101|  4.52323222110973e-06  |   0.00000|  0.03721|  0.07436|  0.11140|  0.14827|  0.18491|  0.22128|  0.25732|  0.29299|  0.32825|  0.36305|  0.39737|  0.43117|  0.46443|  0.49713|  0.52925|  0.56080|  0.59175|  0.62213|  0.65193|  0.68117|  0.70987|  0.73805|  0.76575|  0.79299|  0.81982|  0.84628|  0.87241|  0.89827|  0.92390|  0.94936|  0.97471|  1.00000|
  0.103|  4.62995570260638e-06  |   0.00000|  0.03728|  0.07450|  0.11161|  0.14855|  0.18525|  0.22168|  0.25778|  0.29351|  0.32881|  0.36366|  0.39801|  0.43184|  0.46513|  0.49785|  0.52998|  0.56153|  0.59248|  0.62285|  0.65263|  0.68184|  0.71051|  0.73866|  0.76631|  0.79351|  0.82028|  0.84668|  0.87275|  0.89855|  0.92411|  0.94950|  0.97478|  1.00000|
  0.104|  4.73783926613347e-06  |   0.00000|  0.03735|  0.07465|  0.11182|  0.14883|  0.18560|  0.22209|  0.25825|  0.29402|  0.32938|  0.36427|  0.39866|  0.43252|  0.46583|  0.49856|  0.53071|  0.56226|  0.59321|  0.62356|  0.65333|  0.68252|  0.71116|  0.73927|  0.76688|  0.79402|  0.82075|  0.84709|  0.87310|  0.89883|  0.92432|  0.94965|  0.97485|  1.00000|
  0.105|  4.84688011881396e-06  |   0.00000|  0.03742|  0.07479|  0.11204|  0.14911|  0.18594|  0.22250|  0.25871|  0.29454|  0.32994|  0.36488|  0.39930|  0.43320|  0.46653|  0.49928|  0.53144|  0.56299|  0.59394|  0.62428|  0.65403|  0.68320|  0.71180|  0.73988|  0.76744|  0.79454|  0.82121|  0.84750|  0.87344|  0.89911|  0.92454|  0.94979|  0.97492|  1.00000|
  0.106|  4.95707547421009e-06  |   0.00000|  0.03750|  0.07493|  0.11225|  0.14939|  0.18629|  0.22290|  0.25918|  0.29506|  0.33051|  0.36549|  0.39995|  0.43387|  0.46723|  0.50000|  0.53217|  0.56373|  0.59467|  0.62500|  0.65473|  0.68387|  0.71245|  0.74049|  0.76801|  0.79506|  0.82168|  0.84790|  0.87379|  0.89939|  0.92475|  0.94993|  0.97500|  1.00000|
  0.107|  5.06842255276752e-06  |   0.00000|  0.03757|  0.07508|  0.11246|  0.14967|  0.18664|  0.22331|  0.25964|  0.29558|  0.33108|  0.36610|  0.40060|  0.43455|  0.46793|  0.50072|  0.53290|  0.56446|  0.59540|  0.62572|  0.65543|  0.68455|  0.71310|  0.74110|  0.76858|  0.79558|  0.82214|  0.84831|  0.87414|  0.89967|  0.92496|  0.95008|  0.97507|  1.00000|
  0.109|  5.18091858148217e-06  |   0.00000|  0.03764|  0.07522|  0.11267|  0.14995|  0.18698|  0.22372|  0.26011|  0.29610|  0.33164|  0.36670|  0.40124|  0.43523|  0.46863|  0.50144|  0.53363|  0.56519|  0.59613|  0.62644|  0.65613|  0.68523|  0.71374|  0.74170|  0.76914|  0.79610|  0.82261|  0.84872|  0.87448|  0.89995|  0.92517|  0.95022|  0.97514|  1.00000|
  0.110|  5.29456079412238e-06  |   0.00000|  0.03771|  0.07536|  0.11289|  0.15023|  0.18733|  0.22413|  0.26057|  0.29661|  0.33221|  0.36731|  0.40189|  0.43591|  0.46933|  0.50216|  0.53436|  0.56592|  0.59686|  0.62716|  0.65683|  0.68591|  0.71439|  0.74231|  0.76971|  0.79661|  0.82307|  0.84913|  0.87483|  0.90023|  0.92539|  0.95036|  0.97521|  1.00000|
  0.111|  5.40934643122881e-06  |   0.00000|  0.03778|  0.07550|  0.11310|  0.15051|  0.18767|  0.22453|  0.26104|  0.29713|  0.33278|  0.36792|  0.40254|  0.43658|  0.47004|  0.50288|  0.53508|  0.56666|  0.59758|  0.62788|  0.65754|  0.68658|  0.71504|  0.74292|  0.77028|  0.79713|  0.82354|  0.84953|  0.87517|  0.90051|  0.92560|  0.95050|  0.97528|  1.00000|
  0.112|  5.52527273967041e-06  |   0.00000|  0.03786|  0.07565|  0.11331|  0.15079|  0.18802|  0.22494|  0.26150|  0.29765|  0.33334|  0.36853|  0.40318|  0.43726|  0.47074|  0.50359|  0.53581|  0.56739|  0.59831|  0.62859|  0.65824|  0.68726|  0.71568|  0.74353|  0.77084|  0.79765|  0.82400|  0.84994|  0.87552|  0.90079|  0.92581|  0.95065|  0.97536|  1.00000|
  0.114|  5.64233697319949e-06  |   0.00000|  0.03793|  0.07579|  0.11352|  0.15107|  0.18836|  0.22535|  0.26197|  0.29817|  0.33391|  0.36914|  0.40383|  0.43794|  0.47144|  0.50431|  0.53654|  0.56812|  0.59904|  0.62931|  0.65894|  0.68794|  0.71633|  0.74414|  0.77141|  0.79817|  0.82447|  0.85035|  0.87586|  0.90107|  0.92602|  0.95079|  0.97543|  1.00000|
  0.115|  5.76053639211871e-06  |   0.00000|  0.03800|  0.07593|  0.11374|  0.15135|  0.18871|  0.22575|  0.26243|  0.29869|  0.33447|  0.36975|  0.40447|  0.43861|  0.47214|  0.50503|  0.53727|  0.56885|  0.59977|  0.63003|  0.65964|  0.68861|  0.71697|  0.74475|  0.77197|  0.79869|  0.82493|  0.85075|  0.87621|  0.90135|  0.92624|  0.95093|  0.97550|  1.00000|
  0.116|  5.87986826328102e-06  |   0.00000|  0.03807|  0.07608|  0.11395|  0.15163|  0.18905|  0.22616|  0.26289|  0.29920|  0.33504|  0.37036|  0.40512|  0.43929|  0.47284|  0.50575|  0.53800|  0.56959|  0.60050|  0.63075|  0.66034|  0.68929|  0.71762|  0.74536|  0.77254|  0.79920|  0.82539|  0.85116|  0.87655|  0.90163|  0.92645|  0.95108|  0.97557|  1.00000|
  0.117|  6.00032986008969e-06  |   0.00000|  0.03814|  0.07622|  0.11416|  0.15191|  0.18940|  0.22657|  0.26336|  0.29972|  0.33561|  0.37097|  0.40577|  0.43997|  0.47354|  0.50647|  0.53873|  0.57032|  0.60123|  0.63147|  0.66104|  0.68997|  0.71827|  0.74597|  0.77311|  0.79972|  0.82586|  0.85157|  0.87690|  0.90191|  0.92666|  0.95122|  0.97564|  1.00000|
  0.118|  6.12191846272037e-06  |   0.00000|  0.03821|  0.07636|  0.11438|  0.15219|  0.18974|  0.22697|  0.26382|  0.30024|  0.33617|  0.37158|  0.40641|  0.44064|  0.47424|  0.50719|  0.53946|  0.57105|  0.60196|  0.63219|  0.66174|  0.69064|  0.71891|  0.74658|  0.77367|  0.80024|  0.82632|  0.85197|  0.87724|  0.90219|  0.92688|  0.95136|  0.97571|  1.00000|
  0.120|  6.24463135767694e-06  |   0.00000|  0.03829|  0.07650|  0.11459|  0.15247|  0.19009|  0.22738|  0.26429|  0.30076|  0.33674|  0.37219|  0.40706|  0.44132|  0.47494|  0.50790|  0.54019|  0.57178|  0.60269|  0.63290|  0.66244|  0.69132|  0.71956|  0.74719|  0.77424|  0.80076|  0.82679|  0.85238|  0.87759|  0.90247|  0.92709|  0.95150|  0.97579|  1.00000|
  0.121|  6.36846583812467e-06  |   0.00000|  0.03836|  0.07665|  0.11480|  0.15275|  0.19043|  0.22779|  0.26475|  0.30128|  0.33731|  0.37279|  0.40770|  0.44200|  0.47564|  0.50862|  0.54092|  0.57252|  0.60342|  0.63362|  0.66314|  0.69200|  0.72020|  0.74779|  0.77481|  0.80128|  0.82725|  0.85279|  0.87793|  0.90275|  0.92730|  0.95165|  0.97586|  1.00000|
  0.122|  6.49341920355706e-06  |   0.00000|  0.03843|  0.07679|  0.11501|  0.15303|  0.19078|  0.22819|  0.26522|  0.30179|  0.33787|  0.37340|  0.40835|  0.44267|  0.47634|  0.50934|  0.54165|  0.57325|  0.60415|  0.63434|  0.66384|  0.69267|  0.72085|  0.74840|  0.77537|  0.80179|  0.82772|  0.85319|  0.87828|  0.90303|  0.92751|  0.95179|  0.97593|  1.00000|
  0.123|  6.61948876023999e-06  |   0.00000|  0.03850|  0.07693|  0.11523|  0.15331|  0.19112|  0.22860|  0.26568|  0.30231|  0.33844|  0.37401|  0.40900|  0.44335|  0.47705|  0.51006|  0.54237|  0.57398|  0.60487|  0.63506|  0.66455|  0.69335|  0.72150|  0.74901|  0.77594|  0.80231|  0.82818|  0.85360|  0.87862|  0.90331|  0.92773|  0.95193|  0.97600|  1.00000|
  0.125|  6.74667182065658e-06  |   0.00000|  0.03857|  0.07708|  0.11544|  0.15359|  0.19147|  0.22901|  0.26615|  0.30283|  0.33900|  0.37462|  0.40964|  0.44403|  0.47775|  0.51078|  0.54310|  0.57471|  0.60560|  0.63578|  0.66525|  0.69403|  0.72214|  0.74962|  0.77650|  0.80283|  0.82865|  0.85401|  0.87897|  0.90359|  0.92794|  0.95208|  0.97607|  1.00000|
  0.126|  6.87496570406232e-06  |   0.00000|  0.03865|  0.07722|  0.11565|  0.15387|  0.19182|  0.22942|  0.26661|  0.30335|  0.33957|  0.37523|  0.41029|  0.44470|  0.47845|  0.51150|  0.54383|  0.57545|  0.60633|  0.63650|  0.66595|  0.69470|  0.72279|  0.75023|  0.77707|  0.80335|  0.82911|  0.85442|  0.87932|  0.90387|  0.92815|  0.95222|  0.97615|  1.00000|
  0.127|  7.00436773592994e-06  |   0.00000|  0.03872|  0.07736|  0.11586|  0.15415|  0.19216|  0.22982|  0.26708|  0.30387|  0.34014|  0.37584|  0.41093|  0.44538|  0.47915|  0.51222|  0.54456|  0.57618|  0.60706|  0.63722|  0.66665|  0.69538|  0.72343|  0.75084|  0.77764|  0.80387|  0.82958|  0.85482|  0.87966|  0.90415|  0.92836|  0.95236|  0.97622|  1.00000|
  0.128|  7.13487524817147e-06  |   0.00000|  0.03879|  0.07750|  0.11608|  0.15443|  0.19251|  0.23023|  0.26754|  0.30438|  0.34070|  0.37645|  0.41158|  0.44606|  0.47985|  0.51293|  0.54529|  0.57691|  0.60779|  0.63793|  0.66735|  0.69606|  0.72408|  0.75145|  0.77820|  0.80438|  0.83004|  0.85523|  0.88001|  0.90443|  0.92858|  0.95250|  0.97629|  1.00000|
  0.129|  7.26648557924925e-06  |   0.00000|  0.03886|  0.07765|  0.11629|  0.15471|  0.19285|  0.23064|  0.26801|  0.30490|  0.34127|  0.37706|  0.41223|  0.44673|  0.48055|  0.51365|  0.54602|  0.57764|  0.60852|  0.63865|  0.66805|  0.69673|  0.72473|  0.75206|  0.77877|  0.80490|  0.83051|  0.85564|  0.88035|  0.90471|  0.92879|  0.95265|  0.97636|  1.00000|
  0.131|  7.39919607406492e-06  |   0.00000|  0.03893|  0.07779|  0.11650|  0.15499|  0.19320|  0.23104|  0.26847|  0.30542|  0.34184|  0.37767|  0.41287|  0.44741|  0.48125|  0.51437|  0.54675|  0.57838|  0.60925|  0.63937|  0.66875|  0.69741|  0.72537|  0.75267|  0.77934|  0.80542|  0.83097|  0.85604|  0.88070|  0.90499|  0.92900|  0.95279|  0.97643|  1.00000|
  0.132|  7.53300408362634e-06  |   0.00000|  0.03900|  0.07793|  0.11671|  0.15527|  0.19354|  0.23145|  0.26894|  0.30594|  0.34240|  0.37828|  0.41352|  0.44809|  0.48195|  0.51509|  0.54748|  0.57911|  0.60998|  0.64009|  0.66945|  0.69809|  0.72602|  0.75328|  0.77990|  0.80594|  0.83144|  0.85645|  0.88104|  0.90527|  0.92921|  0.95293|  0.97650|  1.00000|
  0.133|  7.66790696571373e-06  |   0.00000|  0.03908|  0.07808|  0.11693|  0.15555|  0.19389|  0.23186|  0.26940|  0.30646|  0.34297|  0.37889|  0.41416|  0.44876|  0.48265|  0.51581|  0.54821|  0.57984|  0.61071|  0.64081|  0.67015|  0.69876|  0.72666|  0.75389|  0.78047|  0.80646|  0.83190|  0.85686|  0.88139|  0.90555|  0.92943|  0.95308|  0.97658|  1.00000|
  0.134|  7.80390208421355e-06  |   0.00000|  0.03915|  0.07822|  0.11714|  0.15583|  0.19423|  0.23226|  0.26987|  0.30697|  0.34353|  0.37950|  0.41481|  0.44944|  0.48335|  0.51653|  0.54894|  0.58057|  0.61144|  0.64153|  0.67085|  0.69944|  0.72731|  0.75450|  0.78103|  0.80697|  0.83237|  0.85726|  0.88173|  0.90583|  0.92964|  0.95322|  0.97665|  1.00000|
  0.135|  7.94098680934052e-06  |   0.00000|  0.03922|  0.07836|  0.11735|  0.15611|  0.19458|  0.23267|  0.27033|  0.30749|  0.34410|  0.38010|  0.41546|  0.45012|  0.48406|  0.51724|  0.54967|  0.58131|  0.61217|  0.64224|  0.67156|  0.70012|  0.72796|  0.75510|  0.78160|  0.80749|  0.83283|  0.85767|  0.88208|  0.90611|  0.92985|  0.95336|  0.97672|  1.00000|
  0.137|  8.07915851774865e-06  |   0.00000|  0.03929|  0.07851|  0.11756|  0.15640|  0.19492|  0.23308|  0.27080|  0.30801|  0.34467|  0.38071|  0.41610|  0.45079|  0.48476|  0.51796|  0.55039|  0.58204|  0.61289|  0.64296|  0.67226|  0.70079|  0.72860|  0.75571|  0.78217|  0.80801|  0.83330|  0.85808|  0.88242|  0.90640|  0.93006|  0.95351|  0.97679|  1.00000|
  0.138|  8.21841459242023e-06  |   0.00000|  0.03936|  0.07865|  0.11778|  0.15668|  0.19527|  0.23349|  0.27126|  0.30853|  0.34523|  0.38132|  0.41675|  0.45147|  0.48546|  0.51868|  0.55112|  0.58277|  0.61362|  0.64368|  0.67296|  0.70147|  0.72925|  0.75632|  0.78273|  0.80853|  0.83376|  0.85849|  0.88277|  0.90668|  0.93028|  0.95365|  0.97686|  1.00000|
  0.139|  8.35875242255479e-06  |   0.00000|  0.03943|  0.07879|  0.11799|  0.15696|  0.19561|  0.23389|  0.27172|  0.30905|  0.34580|  0.38193|  0.41739|  0.45215|  0.48616|  0.51940|  0.55185|  0.58350|  0.61435|  0.64440|  0.67366|  0.70215|  0.72989|  0.75693|  0.78330|  0.80905|  0.83422|  0.85889|  0.88311|  0.90696|  0.93049|  0.95379|  0.97693|  1.00000|
  0.140|  8.50016940368015e-06  |   0.00000|  0.03951|  0.07893|  0.11820|  0.15724|  0.19596|  0.23430|  0.27219|  0.30956|  0.34637|  0.38254|  0.41804|  0.45282|  0.48686|  0.52012|  0.55258|  0.58424|  0.61508|  0.64512|  0.67436|  0.70282|  0.73054|  0.75754|  0.78387|  0.80956|  0.83469|  0.85930|  0.88346|  0.90724|  0.93070|  0.95393|  0.97701|  1.00000|
  0.142|  8.64266293765237e-06  |   0.00000|  0.03958|  0.07908|  0.11842|  0.15752|  0.19630|  0.23471|  0.27265|  0.31008|  0.34693|  0.38315|  0.41869|  0.45350|  0.48756|  0.52084|  0.55331|  0.58497|  0.61581|  0.64584|  0.67506|  0.70350|  0.73119|  0.75815|  0.78443|  0.81008|  0.83515|  0.85971|  0.88380|  0.90752|  0.93092|  0.95408|  0.97708|  1.00000|
  0.143|  8.78623043243376e-06  |   0.00000|  0.03965|  0.07922|  0.11863|  0.15780|  0.19665|  0.23511|  0.27312|  0.31060|  0.34750|  0.38376|  0.41933|  0.45418|  0.48826|  0.52156|  0.55404|  0.58570|  0.61654|  0.64656|  0.67576|  0.70418|  0.73183|  0.75876|  0.78500|  0.81060|  0.83562|  0.86011|  0.88415|  0.90780|  0.93113|  0.95422|  0.97715|  1.00000|
  0.144|  8.93086930231490e-06  |   0.00000|  0.03972|  0.07936|  0.11884|  0.15808|  0.19700|  0.23552|  0.27358|  0.31112|  0.34806|  0.38437|  0.41998|  0.45486|  0.48896|  0.52227|  0.55477|  0.58643|  0.61727|  0.64727|  0.67646|  0.70486|  0.73248|  0.75937|  0.78556|  0.81112|  0.83608|  0.86052|  0.88450|  0.90808|  0.93134|  0.95436|  0.97722|  1.00000|
  0.145|  9.07657696791464e-06  |   0.00000|  0.03979|  0.07951|  0.11905|  0.15836|  0.19734|  0.23593|  0.27405|  0.31164|  0.34863|  0.38498|  0.42062|  0.45553|  0.48966|  0.52299|  0.55550|  0.58717|  0.61800|  0.64799|  0.67716|  0.70553|  0.73312|  0.75998|  0.78613|  0.81164|  0.83655|  0.86093|  0.88484|  0.90836|  0.93155|  0.95451|  0.97729|  1.00000|
  0.146|  9.22335085584702e-06  |   0.00000|  0.03987|  0.07965|  0.11927|  0.15864|  0.19769|  0.23633|  0.27451|  0.31215|  0.34920|  0.38559|  0.42127|  0.45621|  0.49036|  0.52371|  0.55623|  0.58790|  0.61873|  0.64871|  0.67786|  0.70621|  0.73377|  0.76059|  0.78670|  0.81215|  0.83701|  0.86133|  0.88519|  0.90864|  0.93177|  0.95465|  0.97737|  1.00000|
  0.148|  9.37118839916540e-06  |   0.00000|  0.03994|  0.07979|  0.11948|  0.15892|  0.19803|  0.23674|  0.27498|  0.31267|  0.34976|  0.38620|  0.42192|  0.45689|  0.49107|  0.52443|  0.55696|  0.58863|  0.61946|  0.64943|  0.67857|  0.70689|  0.73442|  0.76120|  0.78726|  0.81267|  0.83748|  0.86174|  0.88553|  0.90892|  0.93198|  0.95479|  0.97744|  1.00000|
  0.149|  9.52008703691831e-06  |   0.00000|  0.04001|  0.07993|  0.11969|  0.15920|  0.19838|  0.23715|  0.27544|  0.31319|  0.35033|  0.38680|  0.42256|  0.45756|  0.49177|  0.52515|  0.55768|  0.58936|  0.62018|  0.65015|  0.67927|  0.70756|  0.73506|  0.76180|  0.78783|  0.81319|  0.83794|  0.86215|  0.88588|  0.90920|  0.93219|  0.95493|  0.97751|  1.00000|
